csa.hood.name,mapla.region.slug,date,cases,population,rate.cases,new.cases,new.cases.14day,new.cases.14dayavg,rate.new.cases.14dayavg,deaths,rate.deaths,total.homes,crowded,pct.crowded,area,density
Beverly Hills,westside,2021-01-15,1998,34520,5787.949015063731,0,337,24.071428571428573,69.73183247806655,14,40.55619930475087,15129.773961985982,446.0957760554821,2.9484629259915667,8.349360792367065,4134.448236032389
Redondo Beach,south-bay,2021-01-15,1990,68697,2896.7786075083336,0,403,28.785714285714285,41.90243283653476,14,20.379346987495815,27021.784138234438,606.1122001856709,2.243050263021135,9.060052991745495,7582.405981796023
Porter Ranch,san-fernando-valley,2021-01-15,1889,35588,5307.9689783072945,0,381,27.214285714285715,76.47039933203808,7,19.66955153422502,11560.297336486952,181.69690375211678,1.5717320970511688,12.027536838168757,2958.8768239780693
Temple City,san-gabriel-valley,2021-01-15,1858,36455,5096.694554930737,0,339,24.214285714285715,66.42239943570351,63,172.8158003017419,11918.562724531592,1021.2472079696998,8.56854330151487,5.886378697010818,6193.111567645544
Lakeview Terrace,san-fernando-valley,2021-01-15,1854,13133,14117.109571308916,0,317,22.642857142857142,172.41191763387758,29,220.8177872534836,3483.0065055320138,376.31958976530444,10.804446938804189,8.769741225106813,1497.5356356469963
Hawaiian Gardens,harbor,2021-01-15,1844,14676,12564.73153447806,0,379,27.071428571428573,184.46053809913172,3,20.44153720359771,3962.8382817601005,727.5295078390694,18.358798823249888,1.3883010759029473,10571.193997278126
Westwood,westside,2021-01-15,1798,54109,3322.9222495333493,0,419,29.928571428571427,55.31163286804677,8,14.78497107690033,18576.47941517179,1424.8530955125918,7.670199846096162,5.547034907770199,9754.580762454725
Harbor City,harbor,2021-01-15,1790,29070,6157.550739594083,0,373,26.642857142857142,91.65069536586564,12,41.279669762641895,10089.79805303391,1181.1966473930527,11.706841318175616,6.6237752255190925,4388.735881012907
West Los Angeles,westside,2021-01-15,1787,37636,4748.113508343075,0,338,24.142857142857142,64.14830785114556,20,53.14061005420342,18206.144572108802,1255.8029535763678,6.897687473602816,3.127658651856566,12033.282461198065
Claremont,pomona-valley,2021-01-15,1782,37186,4792.126068950681,0,297,21.214285714285715,57.04911986846048,19,51.09449792932825,12023.915129883873,212.34349417674574,1.7660095890812941,21.167579922246873,1756.7431013177827
Sunland,san-fernando-valley,2021-01-15,1709,20408,8374.166993335946,0,328,23.428571428571427,114.80091840734725,31,151.90121520972167,6444.33416346636,305.0839572217845,4.73414241848815,9.696619953413538,2104.6509090846334
West Hollywood,central-la,2021-01-15,1690,36951,4573.624529782685,0,245,17.5,47.36001732023491,10,27.062867040134233,23556.7706232529,308.0558317125544,1.307716735198297,2.770191749547192,13338.787831578775
Historic Filipinotown,central-la,2021-01-15,1675,13870,12076.423936553712,0,313,22.357142857142858,161.19064785250796,22,158.61571737563085,5069.741340883978,1316.2655416219118,25.963169580411037,0.8747066374037716,15856.744886683073
Westchester,south-bay,2021-01-15,1667,51603,3230.432339205085,0,307,21.928571428571427,42.49476082509046,21,40.695308412301614,20300.487248192978,446.3891254967045,2.1989084303207513,18.78206801160478,2747.4610340094778
Culver City,westside,2021-01-15,1636,39865,4103.850495422049,0,355,25.357142857142858,63.60753256526491,38,95.32171077386178,14987.313086424465,768.5585300427794,5.128060817912325,7.490569549161679,5322.025212950805
Artesia,southeast,2021-01-15,1606,16795,9562.36975290265,0,324,23.142857142857142,137.79611278867011,22,130.9913664781185,4565.748086287276,579.9650428999697,12.702519542018342,2.3580067122157935,7122.541217967068
West Carson,harbor,2021-01-15,1599,22086,7239.88046726433,0,354,25.285714285714285,114.48752280048123,55,249.02653264511454,7914.683942184093,477.6918094074892,6.035513393800384,3.6017738651976163,6131.978526860742
Del Rey,westside,2021-01-15,1585,30254,5238.976664242745,0,271,19.357142857142858,63.98209445740351,9,29.748132478349973,12615.022605956005,1042.6399037219417,8.265065678357754,3.4876397533518957,8674.634463299579
Valley Village,san-fernando-valley,2021-01-15,1554,24720,6286.407766990292,0,263,18.785714285714285,75.99398982894128,32,129.44983818770226,11147.880914117955,402.71508869023415,3.6124810786256756,2.9947702244842693,8254.389534762067
Mar Vista,westside,2021-01-15,1501,42471,3534.176261448989,0,337,24.071428571428573,56.67732940460214,8,18.83638247274611,17993.918193423484,1235.5298032151873,6.866374460159297,5.132324383892381,8275.19790707184
West Puente Valley,san-gabriel-valley,2021-01-15,1433,9835,14570.411794611082,0,286,20.428571428571427,207.71297842980604,5,50.838840874428065,2096.642976928246,207.88233578566852,9.915008805659092,1.1534268846163878,8526.765008837965
Walnut,san-gabriel-valley,2021-01-15,1341,30532,4392.113192715839,0,255,18.214285714285715,59.65637925548838,7,22.92676536093279,9144.140549238375,223.70721712990968,2.4464542722775895,13.310979084278673,2293.7456220677805
Northeast San Gabriel,san-gabriel-valley,2021-01-15,1261,24036,5246.297220835414,0,205,14.642857142857142,60.920523975940846,22,91.52937260775504,6885.381412783827,496.18737249741366,7.206389054586887,3.2058021717863388,7497.655411034501
Alsace,south-la,2021-01-15,1258,12445,10108.47730012053,0,242,17.285714285714285,138.89686047179015,4,32.14142225793491,3416.473817093175,507.24977162110116,14.847172809674348,0.90833005672298,13700.966854381482
Cloverdale/Cochran,central-la,2021-01-15,1246,14553,8561.808561808562,0,209,14.928571428571429,102.5807148256128,8,54.97148354291212,4801.461121435571,689.4857315324316,14.359914911198631,1.263103664940705,11521.619645275254
Lake Los Angeles,antelope-valley,2021-01-15,1207,12994,9288.902570417114,0,209,14.928571428571429,114.88819015369731,4,30.783438510081577,3763.944086637173,165.32775382216002,4.3924072732405834,67.21782948734976,193.31180579767815
Covina (Charter Oak),san-gabriel-valley,2021-01-15,1206,13144,9175.289105295193,0,223,15.928571428571429,121.18511433788368,4,30.432136335970785,3538.2089427671476,239.83843622009553,6.778526652881152,1.91904528360972,6849.239104601099
Country Club Park,central-la,2021-01-15,1197,15153,7899.425856266086,0,229,16.357142857142858,107.94656409386165,37,244.176070745067,5294.824690288917,616.9906218654147,11.652711051926218,1.4126568425851698,10726.59654008395
Venice,westside,2021-01-15,1188,33885,3505.97609561753,0,184,13.142857142857142,38.78665233246907,6,17.706949977866312,15783.813394704726,484.1912972749945,3.0676445873177562,4.0760962830985,8313.100978626015
Leimert Park,south-la,2021-01-15,1185,15235,7778.142435182146,0,215,15.357142857142858,100.80172535046181,10,65.63833278634722,6372.33305297666,229.89094173234415,3.607641656849008,1.9201012211385569,7934.477532890764
Vermont Square,south-la,2021-01-15,1183,7657,15449.915110356535,0,243,17.357142857142858,226.68333364428443,6,78.35967088938227,2068.1624399629027,524.0213367260103,25.337532806920613,0.6486313820810392,11804.855903569809
Crenshaw District,south-la,2021-01-15,1138,13829,8229.083809386073,0,206,14.714285714285714,106.40166110554425,4,28.924723407332415,5337.761406737393,453.9994347023496,8.50542765229831,1.726529788466195,8009.708313393961
Brentwood,westside,2021-01-15,1117,30955,3608.4638992085283,0,201,14.357142857142858,46.38069086461915,5,16.152479405588757,14119.637331761345,226.1652367741045,1.6017779455663375,13.480249869617648,2296.3224197919117
Figueroa Park Square,south-la,2021-01-15,1114,8721,12773.764476550852,0,212,15.142857142857142,173.63670614444607,7,80.26602453847036,2599.6345733615485,429.87437450838854,16.53595389572483,1.0408955658301884,8378.362139571977
Hollywood Hills,central-la,2021-01-15,1110,29434,3771.1490113474215,0,167,11.928571428571429,40.526504819499316,8,27.179452334035467,14369.912670573982,325.97118267327284,2.2684284180848295,10.311510331495205,2854.479998928728
Echo Park,central-la,2021-01-15,1088,14256,7631.874298540965,0,230,16.428571428571427,115.2396985730319,8,56.116722783389456,5475.505115154979,504.3494624447835,9.211012533781705,1.4550082049958033,9797.882892379372
Elysian Valley,central-la,2021-01-15,1084,10171,10657.752433389047,0,261,18.642857142857142,183.29423992583955,8,78.65499950840626,3221.951656361578,395.004619636981,12.259793496810067,1.4077529566093072,7224.989265515534
Atwater Village,northeast-la,2021-01-15,1078,14666,7350.334106095732,0,276,19.714285714285715,134.42169449260683,8,54.547933996999866,5589.874292070822,591.0062193595156,10.572799824816306,3.4066756655354586,4305.076690561562
South Pasadena,san-gabriel-valley,2021-01-15,1037,26053,3980.3477526580427,0,184,13.142857142857142,50.446617060826554,28,107.47322765132614,9983.053612343892,256.59790000305605,2.5703347890046055,4.995692779696824,5215.092510468807
Gramercy Place,south-la,2021-01-15,1026,10764,9531.772575250836,0,238,17,157.9338535860275,7,65.0315867707172,4066.5249018016443,208.14752392938374,5.118560170064752,1.668702133937111,6450.522104027984
Lomita,south-bay,2021-01-15,1012,20729,4882.0493029089685,0,246,17.571428571428573,84.76737214254702,9,43.41743451203628,8040.430295217932,400.84549920421944,4.985373723625505,2.784267238722685,7445.046837353756
Studio City,san-fernando-valley,2021-01-15,1001,22440,4460.78431372549,0,155,11.071428571428571,49.33791698497581,14,62.38859180035651,10874.629054411791,285.22079512031706,2.622809418999025,6.289336183149332,3567.9441115140644
Rancho Palos Verdes,south-bay,2021-01-15,975,42747,2280.8618148642013,0,184,13.142857142857142,30.745683072162123,16,37.42952721828432,15272.875899025761,380.1893864288069,2.489311043593687,19.549092428634705,2186.6488255682884
Manhattan Beach,south-bay,2021-01-15,966,35999,2683.4078724409014,0,153,10.928571428571429,30.357986134535484,4,11.111419761660047,13328.418904933826,187.1921032937526,1.4044584329838183,5.71387481029587,6300.278041642277
Jefferson Park,south-la,2021-01-15,928,8073,11495.10714728106,0,165,11.785714285714286,145.98927642405906,1,12.38696890870804,2339.760762757401,309.0422206219471,13.208282895459009,0.657821243041515,12272.330949170206
Adams-Normandie,south-la,2021-01-15,922,8202,11241.16069251402,0,156,11.142857142857142,135.85536628696835,5,60.960741282614,2382.418979430011,438.1216925038011,18.38978350519273,0.5414658327385266,15147.770189888859
Little Armenia,central-la,2021-01-15,922,8025,11489.096573208722,0,160,11.428571428571429,142.41210502892747,55,685.3582554517134,2653.141618054273,617.0296765347712,23.25656769830781,0.3682370535041123,21793.026865805023
Mid-city,central-la,2021-01-15,920,15030,6121.091151031271,0,174,12.428571428571429,82.69175933846593,22,146.37391882900866,6637.317029236171,674.9532739104691,10.169067876936163,1.6415573859674648,9155.939431957142
North Whittier,san-gabriel-valley,2021-01-15,918,8360,10980.86124401914,0,180,12.857142857142858,153.79357484620644,12,143.54066985645932,1615.904735162423,99.02140399023968,6.127923375401615,1.8799775973039101,4446.861500897212
Avocado Heights,san-gabriel-valley,2021-01-15,906,6775,13372.693726937268,0,165,11.785714285714286,173.95888244596733,4,59.04059040590406,1156.941241998698,240.39802480268136,20.778758339306563,1.8114537808398021,3740.0899055006885
Signal Hill,harbor,2021-01-15,902,11797,7646.011697889293,0,192,13.714285714285714,116.2523159641071,4,33.90692548953124,4573.165521830191,293.96691084314796,6.4280837734799885,3.1800906366915016,3709.642695050147
Quartz Hill,antelope-valley,2021-01-15,898,12906,6958.004029133736,0,171,12.214285714285714,94.6403666068938,14,108.47667751433443,3476.8431500861357,70.02613053358895,2.01407217728111,6.038244712871029,2137.3761107246564
Athens Village,south-la,2021-01-15,893,4897,18235.654482336126,0,131,9.357142857142858,191.07908632107123,15,306.309985705534,1171.8913333324888,205.25244639343137,17.514631310546367,0.6563507044274072,7460.950322696898
Calabasas,santa-monica-mountains,2021-01-15,867,24323,3564.5274020474444,0,148,10.571428571428571,43.46268376198894,13,53.447354355959376,5264.064677904502,34.27242156474964,0.6510638387215385,20.136720825366552,1207.8927950056259
Victoria Park,central-la,2021-01-15,855,8399,10179.783307536612,0,170,12.142857142857142,144.57503444287585,4,47.62471722824146,2514.2980901893857,548.4082728789646,21.811585309586604,0.5884588494166054,14272.875679117951
Los Feliz,central-la,2021-01-15,813,21608,3762.495372084413,0,156,11.142857142857142,51.568202253133755,4,18.511662347278786,10616.221491998427,292.90618983248123,2.7590436960386344,15.298349200480521,1412.4399774664114
Stevenson Ranch,northwest-county,2021-01-15,807,20966,3849.0890012401032,0,181,12.928571428571429,61.664463553235855,5,23.84813507583707,7041.226646680656,120.73823910751342,1.7147330311321725,62.955947548517976,333.02651800836173
La Crescenta-Montrose,verdugos,2021-01-15,796,19801,4019.998989950003,0,182,13,65.65324983586687,3,15.150749962123124,6216.237145136473,236.6531541226626,3.8070161835414833,5.045195711869343,3924.7238622311734
Hancock Park,central-la,2021-01-15,787,17039,4618.815658195904,0,141,10.071428571428571,59.1080965516085,4,23.475556077234582,6262.8238415692485,273.6534616180023,4.369490002283605,3.0041619380218636,5671.798109265571
Crestview,westside,2021-01-15,760,11368,6685.432793807177,0,142,10.142857142857142,89.22288127073489,25,219.91555242786768,4588.5338849059035,216.05462267446902,4.708576379596674,1.1387555739325765,9982.827096724337
Carthay,central-la,2021-01-15,740,14363,5152.126992968043,0,116,8.285714285714286,57.6879084154723,23,160.1336768084662,7637.093097066565,150.12334492133488,1.9657131714028442,1.4489446083851634,9912.732285885962
Agoura Hills,santa-monica-mountains,2021-01-15,733,20883,3510.0320835129055,0,140,10,47.88584015706556,8,38.30867212565244,6794.424714951186,152.2942540823302,2.2414591443953378,11.44383609415749,1824.8251572443928
Hermosa Beach,south-bay,2021-01-15,728,19670,3701.0676156583627,0,136,9.714285714285714,49.38630256373012,4,20.335536349771225,8856.318326578428,127.22959237315841,1.4365968756038674,2.111543959064909,9315.458442414243
South San Gabriel,san-gabriel-valley,2021-01-15,728,8848,8227.848101265823,0,144,10.285714285714286,116.24903125807286,25,282.5497287522604,2901.9005578678525,513.7805341314963,17.704966930672235,2.0693196487888406,4275.801471840601
Manchester Square,south-la,2021-01-15,721,8536,8446.579194001873,0,158,11.285714285714286,132.2131476770652,6,70.29053420805998,3124.61459456684,149.88153392757857,4.796800673855791,1.1042567343189562,7730.086432540099
Sun Village,antelope-valley,2021-01-15,687,6036,11381.709741550696,0,107,7.642857142857143,126.62122503076779,5,82.83631544068919,695.7621337955972,100.90066487854259,14.502178255677457,16.47207007199005,366.43846059542466
Miracle Mile,central-la,2021-01-15,686,17985,3814.289685849319,0,125,8.928571428571429,49.6445450573891,6,33.36113427856547,8711.00258809675,208.2427393798906,2.3905714327814147,1.7440288956995043,10312.32913878212
Thai Town,central-la,2021-01-15,667,9809,6799.877663370374,0,159,11.357142857142858,115.78288161018307,4,40.77887654195127,4703.732875449881,536.6107649853137,11.408189605877448,0.32066375648225137,30589.674703517438
Beverlywood,westside,2021-01-15,647,13173,4911.5615273665835,0,117,8.357142857142858,63.441454924032925,0,0,5035.347243786582,176.42240382150598,3.503678997296645,1.5668584408050905,8407.268746774205
Canyon Country,northwest-county,2021-01-15,615,7728,7958.074534161491,0,110,7.857142857142857,101.67110322389826,2,25.87991718426501,1884.9922370928048,70.49570295608622,3.739840492118455,8.741775502223327,884.0309383413598
El Camino Village,south-bay,2021-01-15,602,8791,6847.91263792515,0,128,9.142857142857142,104.00247005866389,5,56.87635081333182,2815.112716128396,363.21995597294506,12.902501341846047,1.6625844686069084,5287.550898010038
La Canada Flintridge,verdugos,2021-01-15,596,20693,2880.201034166143,0,124,8.857142857142858,42.802604055201556,6,28.995312424491374,7054.6289176522105,126.03966083124332,1.7866235389910414,12.676647306273665,1632.371675258256
Chinatown,central-la,2021-01-15,577,8021,7193.61675601546,0,100,7.142857142857143,89.05195290932731,3,37.40182022191747,3946.12097472049,743.1116801249942,18.831447005438804,0.5861877659063657,13683.328903321448
Pacific Palisades,westside,2021-01-15,572,21291,2686.5811845380676,0,96,6.857142857142857,32.2067674470098,4,18.78728101075572,8197.660857560144,124.40348824948518,1.5175486082076246,8.397587028075478,2535.3711642187504
South Carthay,central-la,2021-01-15,548,10595,5172.251061821614,0,102,7.285714285714286,68.76559023798288,2,18.876828692779615,4582.780279691585,181.94807356098954,3.970255226227743,0.7753576900305233,13664.661015463596
Cadillac-Corning,central-la,2021-01-15,547,7121,7681.5054065440245,0,105,7.5,105.32228619575903,2,28.08594298553574,2201.813755626676,338.59115343286993,15.377828963399349,0.3519283743528786,20234.23093717295
View Park/Windsor Hills,south-la,2021-01-15,539,11635,4632.574129780834,0,100,7.142857142857143,61.39112284363681,6,51.56854318865492,4761.496565371024,49.66950335781047,1.0431489905724658,2.702294034493731,4305.601038037961
Reseda Ranch,san-fernando-valley,2021-01-15,519,4636,11194.995685936152,0,127,9.071428571428571,195.67361025514606,1,21.570319240724764,1200.2447575488584,111.71665151149267,9.307822492775605,1.0548964581726719,4394.7441135887775
El Segundo,south-bay,2021-01-15,504,16786,3002.5020850708925,0,114,8.142857142857142,48.50981259893448,1,5.957345406886692,6575.258855153882,204.35442233984796,3.1079296928313163,7.915545794753854,2120.6370900065
St Elmo Village,central-la,2021-01-15,483,4584,10536.649214659685,0,90,6.428571428571429,140.23934181002244,11,239.9650959860384,1207.4751483859422,242.95725566524638,20.12109781224173,0.219000163002456,20931.49126993386
Beverly Crest,westside,2021-01-15,476,12525,3800.399201596806,0,68,4.857142857142857,38.77958368976333,2,15.96806387225549,4470.458723495026,29.191903691500066,0.6529957102182502,12.288256563625488,1019.2658279186078
Longwood,central-la,2021-01-15,467,4304,10850.371747211895,0,85,6.071428571428571,141.064790228359,2,46.468401486988846,1316.1997065234953,100.87082424162355,7.66379324821882,0.3440531987070044,12509.69331537965
Century City,westside,2021-01-15,446,12792,3486.554096310194,0,85,6.071428571428571,47.46269990172429,2,15.634771732332707,5848.563652946633,128.65307521097816,2.199737967221404,1.6897762066597788,7570.233235373963
Park La Brea,central-la,2021-01-15,446,13580,3284.2415316642123,0,81,5.785714285714286,42.60467073427309,1,7.363770250368188,5429.417716097838,310.7837495576596,5.7240714531174834,0.6996255456418121,19410.383289452617
Playa Vista,westside,2021-01-15,442,10947,4037.635881976797,0,100,7.142857142857143,65.24944864215897,0,0,5963.643617082297,96.82300104638624,1.623554445289887,1.969829595896268,5557.333498697455
Wellington Square,central-la,2021-01-15,441,4915,8972.533062054934,0,79,5.642857142857143,114.8088940560965,3,61.03763987792472,1674.9572954027428,217.6291140158221,12.993114189427335,0.5126903835524923,9586.682640589792
Lafayette Square,central-la,2021-01-15,423,4559,9278.350515463917,0,82,5.857142857142857,128.47428947450882,3,65.80390436499232,1474.4726150091494,179.01523834356075,12.140967320878314,0.37927063809469286,12020.440134524071
Elysian Park,central-la,2021-01-15,403,5712,7055.322128851541,0,78,5.571428571428571,97.5390156062425,0,0,2119.3412756693606,316.61557970103723,14.939339092569655,2.5575506054182164,2233.386892872824
Littlerock/Pearblossom,antelope-valley,2021-01-15,398,3569,11151.583076492016,0,79,5.642857142857143,158.10751310891408,1,28.01905295601009,1793.4372724403295,169.49758446671763,9.450990401023745,36.43908051883767,97.94429357664384
Littlerock,antelope-valley,2021-01-15,396,4021,9848.296443670728,0,80,5.714285714285714,142.1110597932284,1,24.869435463814973,247.24924137903128,23.36958074033504,9.451831119881838,4.9641937596481736,810.0006153436242
East La Mirada,san-gabriel-valley,2021-01-15,392,5292,7407.407407407407,0,68,4.857142857142857,91.78274484396933,1,18.89644746787604,1661.0848233708593,181.88384045233187,10.949702140028757,0.9408283402066616,5624.830560309826
Santa Monica Mountains,santa-monica-mountains,2021-01-15,392,18621,2105.150099350196,0,84,6,32.22168519413565,1,5.370280865689276,12374.713470678,132.83029876322877,1.0734010050250569,166.1065600104896,112.10273693479708
Rosewood/West Rancho Dominguez,southeast,2021-01-15,390,3361,11603.689378161262,0,82,5.857142857142857,174.26786245590174,1,29.753049687592977,902.2738386167963,119.95360913023265,13.294590178312596,0.6747897557791825,4980.810646894068
Wiseburn,south-bay,2021-01-15,386,6027,6404.513024722083,0,57,4.071428571428571,67.55315366564744,1,16.592002654720424,1261.1254873886421,129.00219009123202,10.229131944541955,0.6737166001209627,8945.898021390418
Toluca Lake,san-fernando-valley,2021-01-15,374,8704,4296.875,0,63,4.5,51.700367647058826,2,22.977941176470587,4438.996719671517,154.44810595885846,3.4793471523512984,1.512096524478011,5756.246283949828
East Whittier,san-gabriel-valley,2021-01-15,369,5306,6954.3912551828125,0,81,5.785714285714286,109.04097786872005,0,0,1700.6404130861524,88.13148077357599,5.182252526484643,0.6561375522962408,8086.718983589562
Sierra Madre,san-gabriel-valley,2021-01-15,362,10989,3294.2032942032943,0,61,4.357142857142857,39.650039650039645,5,45.5000455000455,4606.399376288829,104.97068574652756,2.2788012321914164,4.330310569351966,2537.693272573868
Acton,antelope-valley,2021-01-15,342,7971,4290.553255551374,0,71,5.071428571428571,63.623492302453535,3,37.63643206624012,2476.677638042383,77.70621972416122,3.137518526051772,92.50907207254122,86.16452226166014
Cheviot Hills,westside,2021-01-15,338,9171,3685.530476502017,0,74,5.285714285714286,57.635091982491396,2,21.80787264202377,3711.462448719895,47.04483768488736,1.2675552652058597,2.532651551633615,3621.1061067932956
Little Tokyo,central-la,2021-01-15,325,3133,10373.44398340249,0,70,5,159.59144589849984,1,31.91828917969997,2309.9536325090576,279.70870843658395,12.108845151699692,0.3263012351233066,9601.557281314195
Bel Air,westside,2021-01-15,302,8429,3582.868667694863,0,63,4.5,53.38711590936054,0,0,2945.8339106332337,42.018874181930855,1.4263830024584963,9.7849708624541,861.4231067711102
San Marino,san-gabriel-valley,2021-01-15,302,13277,2274.610228214205,0,55,3.9285714285714284,29.58930050893597,6,45.19093168637493,4590.463372329557,52.99463736466813,1.154450718071508,5.507821596055456,2410.5719055077248
Rancho Dominguez,harbor,2021-01-15,297,2661,11161.217587373168,0,54,3.857142857142857,144.9508777580931,1,37.579857196542655,865.9523546500312,66.24477362541414,7.6499328478859,3.926576366983285,677.6896082742933
Ladera Heights,westside,2021-01-15,287,7071,4058.8318483948524,0,42,3,42.42681374628765,4,56.5690849950502,5539.569749985998,145.19912920428519,2.62112647294769,4.311017835065987,1640.2159004038933
Shadow Hills,san-fernando-valley,2021-01-15,287,4442,6461.0535794687075,0,49,3.5,78.79333633498423,0,0,1411.9901765068892,47.742082842719256,3.381190863581502,4.484196436018986,990.5899670942052
Desert View Highlands,antelope-valley,2021-01-15,284,2493,11391.89731247493,0,63,4.5,180.50541516245488,2,80.22462896109106,582.9247157441944,28.64915813661095,4.914726955784647,0.6558089706362186,3801.4118617216704
Exposition,south-la,2021-01-15,279,3326,8388.454600120263,0,45,3.2142857142857144,96.64118202903532,2,60.132291040288635,1149.6867097664926,179.0565747960458,15.574379809297186,0.5142240519066115,6467.997729137798
Palos Verdes Estates,south-bay,2021-01-15,269,13522,1989.3506877680816,0,40,2.857142857142857,21.12958776174277,2,14.790711433219938,4697.4748822250785,26.559524953680825,0.5654000419284888,6.929952365969461,1951.2399632646463
Malibu,santa-monica-mountains,2021-01-15,268,12961,2067.7416865982564,0,45,3.2142857142857144,24.799673746514266,5,38.57727027235553,4003.8040984059076,97.08359167760352,2.4247837629282816,28.744764128781597,450.8995078871561
Rancho Park,westside,2021-01-15,260,6560,3963.4146341463415,0,43,3.0714285714285716,46.8205574912892,0,0,2717.65864110235,163.2842655104369,6.008269877640142,1.2292825983319964,5336.445833448884
Marina del Rey,westside,2021-01-15,254,9411,2698.9692912549144,0,33,2.357142857142857,25.046677899722212,0,0,3366.496516239318,68.79282365356451,2.0434544732698052,1.2966800698755676,7257.765595875242
Del Aire,south-bay,2021-01-15,230,4393,5235.602094240838,0,35,2.5,56.90871841566128,2,45.52697473252903,1725.4329623983724,144.75066274410239,8.389237130540108,0.8063518164301116,5447.99417634939
Val Verde,northwest-county,2021-01-15,230,3309,6950.740404956181,0,42,3,90.66183136899366,1,30.22061045633122,931.3173881871375,146.008401955481,15.677620090364114,26.63533116864187,124.23348442897267
Angelino Heights,central-la,2021-01-15,220,2502,8792.965627498003,0,42,3,119.9040767386091,1,39.96802557953637,913.6760994077872,64.23418307442937,7.03030134158743,0.21904006775668228,11422.567686471468
University Hills,eastside,2021-01-15,218,3429,6357.538641003208,0,52,3.7142857142857144,108.31979335916346,1,29.163021289005545,997.1655626428195,137.1558346815709,13.754569935012842,0.6884986376562173,4980.402011648099
Irwindale,san-gabriel-valley,2021-01-15,206,1459,14119.259766963674,0,27,1.9285714285714286,132.18447077254478,2,137.08019191226867,531.2324090009436,47.85951410308095,9.009148028654241,14.088404379762277,103.5603437175487
White Fence Farms,antelope-valley,2021-01-15,200,3683,5430.355688297584,0,31,2.2142857142857144,60.12179512043754,0,0,1168.539068254179,34.56255145289275,2.9577574590235907,8.513316997542255,432.6163352149651
Reynier Village,central-la,2021-01-15,190,4228,4493.850520340587,0,33,2.357142857142857,55.750777132044874,0,0,1630.028618477188,80.92844265748289,4.964847962797622,0.5059342546072821,8356.817039956844
Rolling Hills Estates,south-bay,2021-01-15,185,8113,2280.290891162332,0,38,2.7142857142857144,33.45600535296086,3,36.97769012695674,3436.259024458744,60.42138707797722,1.7583478616689667,5.2172649437221015,1555.0293281084596
View Heights,south-la,2021-01-15,185,3694,5008.121277747699,0,43,3.0714285714285716,83.14641503596566,3,81.21277747698971,1288.0720335668327,40.27811212708158,3.127007735393993,0.5018025435427441,7361.461290969604
Regent Square,central-la,2021-01-15,180,2780,6474.820143884892,0,38,2.7142857142857144,97.63617677286743,0,0,850.1511391460094,73.14753617038842,8.604062595724603,0.2953859856161803,9411.414675617978
Faircrest Heights,central-la,2021-01-15,179,3600,4972.222222222223,0,52,3.7142857142857144,103.17460317460319,1,27.77777777777778,1341.0696884500414,116.91053048386158,8.717707326528453,0.6857907583385361,5249.414571759049
Agua Dulce,northwest-county,2021-01-15,176,4158,4232.804232804233,0,39,2.7857142857142856,66.99649556792414,0,0,2800.6189517731773,51.55852419736946,1.8409689102734172,63.27136138594306,65.71693589200657
La Rambla,harbor,2021-01-15,170,2075,8192.77108433735,0,23,1.6428571428571428,79.17383820998279,15,722.8915662650603,669.8414498708493,78.22843443315689,11.678649395053107,0.30404154014957196,6824.7253285824445
East Pasadena,verdugos,2021-01-15,169,6403,2639.3877869748553,0,15,1.0714285714285714,16.733227728073896,2,31.235358425737935,2904.550989535121,82.59858985119376,2.843764497465883,4.4101801704036685,1451.8681216177902
West LA,westside,2021-01-15,166,952,17436.974789915967,0,27,1.9285714285714286,202.5810324129652,4,420.16806722689074,202.90131338192646,3.345488590622965,1.648825497903833,1.317199091735114,722.7457154908556
Sunrise Village,san-gabriel-valley,2021-01-15,159,1296,12268.518518518518,0,19,1.3571428571428572,104.71781305114638,0,0,136.18367401395426,9.90713759742677,7.274835011729541,0.16714244843525777,7753.865114055706
Kagel/Lopez Canyons,angeles-forest,2021-01-15,152,1412,10764.87252124646,0,22,1.5714285714285714,111.29097531363821,2,141.643059490085,1436.8190798873882,64.56009641863875,4.4932655281623,12.853138961214567,109.85643306750431
West Rancho Dominguez,southeast,2021-01-15,146,1359,10743.193524650478,0,45,3.2142857142857144,236.51844843897825,3,220.7505518763797,421.0847844493187,49.66477656102096,11.79448377028654,0.26711675620589936,5087.662860627333
Valencia,northwest-county,2021-01-15,137,3072,4459.635416666666,0,32,2.2857142857142856,74.4047619047619,0,0,257.2888619100813,12.846364880467284,4.992973572620839,0.9880103189126462,3109.279266820701
Pellissier Village,san-gabriel-valley,2021-01-15,134,619,21647.81906300485,0,31,2.2142857142857144,357.71982460189247,0,0,257.3944649028063,37.77740176557653,14.676850871615091,0.4604477949049827,1344.3434996311273
Harbor Pines,harbor,2021-01-15,132,2409,5479.45205479452,0,24,1.7142857142857142,71.16171499733143,0,0,766.3977087498589,63.22789700516385,8.250011225672976,0.3486525397831108,6909.45776990062
Rosewood/East Gardena,southeast,2021-01-15,131,1193,10980.720871751886,0,30,2.142857142857143,179.6192072805652,2,167.64459346186086,361.97108570614546,18.29932015891941,5.0554646162470345,1.4566109447624713,819.0244651735346
Del Sur,antelope-valley,2021-01-15,128,2415,5300.207039337474,0,27,1.9285714285714286,79.85803016858918,0,0,1170.6032077891887,42.68431105792523,3.646351793152796,50.47370015547553,47.84670021339844
